price_id,crop_id,market_name,country,price_date,price_per_kg,currency
69,11,Bodija Market,Nigeria,2025-01-15,1472.29,NGN
70,11,Makola Market,Ghana,2025-01-15,17.51,GHS
71,11,Kumasi Central,Ghana,2025-01-15,15.23,GHS
72,11,Wakulima Market,Kenya,2025-01-15,198.36,KES
73,11,Kongowea Market,Kenya,2025-01-15,201.24,KES
74,12,Mile 12 Market,Nigeria,2025-01-15,921.49,NGN
75,12,Wuse Market,Nigeria,2025-01-15,864.39,NGN
76,12,Bodija Market,Nigeria,2025-01-15,791.34,NGN
77,12,Makola Market,Ghana,2025-01-15,10.48,GHS
78,12,Kumasi Central,Ghana,2025-01-15,12.09,GHS
79,12,Wakulima Market,Kenya,2025-01-15,100.74,KES
80,12,Kongowea Market,Kenya,2025-01-15,130.14,KES
81,1,Mile 12 Market,Nigeria,2025-02-15,1852.6,NGN
82,1,Wuse Market,Nigeria,2025-02-15,1861.35,NGN
83,1,Bodija Market,Nigeria,2025-02-15,1778.49,NGN
84,1,Makola Market,Ghana,2025-02-15,19.02,GHS
85,1,Kumasi Central,Ghana,2025-02-15,16.22,GHS
86,1,Wakulima Market,Kenya,2025-02-15,202.3,KES
87,1,Kongowea Market,Kenya,2025-02-15,194.49,KES
88,2,Mile 12 Market,Nigeria,2025-02-15,2128.8,NGN
89,2,Bodija Market,Nigeria,2025-02-15,2423.48,NGN
90,2,Kumasi Central,Ghana,2025-02-15,27.57,GHS
91,2,Wakulima Market,Kenya,2025-02-15,315.22,KES
92,2,Kongowea Market,Kenya,2025-02-15,327.83,KES
93,3,Mile 12 Market,Nigeria,2025-02-15,746.03,NGN
94,3,Wuse Market,Nigeria,2025-02-15,734.34,NGN
95,3,Bodija Market,Nigeria,2025-02-15,752.15,NGN
96,3,Makola Market,Ghana,2025-02-15,10.76,GHS
97,3,Kumasi Central,Ghana,2025-02-15,8.29,GHS
98,3,Wakulima Market,Kenya,2025-02-15,86.14,KES
99,3,Kongowea Market,Kenya,2025-02-15,116.89,KES
100,4,Mile 12 Market,Nigeria,2025-02-15,1294.47,NGN
101,4,Wuse Market,Nigeria,2025-02-15,1542.84,NGN
102,4,Bodija Market,Nigeria,2025-02-15,1394.67,NGN
103,4,Makola Market,Ghana,2025-02-15,19.41,GHS
104,4,Kumasi Central,Ghana,2025-02-15,15.2,GHS
105,4,Wakulima Market,Kenya,2025-02-15,172.55,KES
106,4,Kongowea Market,Kenya,2025-02-15,192.45,KES
107,5,Wuse Market,Nigeria,2025-02-15,650.4,NGN
108,5,Bodija Market,Nigeria,2025-02-15,557.06,NGN
109,5,Kumasi Central,Ghana,2025-02-15,7.9,GHS
110,5,Wakulima Market,Kenya,2025-02-15,77.68,KES
111,5,Kongowea Market,Kenya,2025-02-15,80.26,KES
112,6,Mile 12 Market,Nigeria,2025-02-15,1610.05,NGN
113,6,Wuse Market,Nigeria,2025-02-15,1807.25,NGN
114,6,Bodija Market,Nigeria,2025-02-15,1715.1,NGN
115,6,Makola Market,Ghana,2025-02-15,18.43,GHS
116,6,Kumasi Central,Ghana,2025-02-15,22.77,GHS
117,6,Wakulima Market,Kenya,2025-02-15,214.66,KES
118,6,Kongowea Market,Kenya,2025-02-15,213.8,KES
119,7,Mile 12 Market,Nigeria,2025-02-15,1201.86,NGN
120,7,Wuse Market,Nigeria,2025-02-15,1194.14,NGN
121,7,Bodija Market,Nigeria,2025-02-15,1082.69,NGN
122,7,Makola Market,Ghana,2025-02-15,16.15,GHS
123,7,Kumasi Central,Ghana,2025-02-15,13.12,GHS
124,7,Wakulima Market,Kenya,2025-02-15,170.21,KES
125,7,Kongowea Market,Kenya,2025-02-15,160.48,KES
126,8,Mile 12 Market,Nigeria,2025-02-15,1842.55,NGN
127,8,Wuse Market,Nigeria,2025-02-15,2053.62,NGN
128,8,Bodija Market,Nigeria,2025-02-15,2018.03,NGN
129,8,Makola Market,Ghana,2025-02-15,21.45,GHS
130,8,Kumasi Central,Ghana,2025-02-15,20.46,GHS
131,8,Wakulima Market,Kenya,2025-02-15,250.69,KES
132,8,Kongowea Market,Kenya,2025-02-15,219.31,KES
133,9,Mile 12 Market,Nigeria,2025-02-15,4910.72,NGN
134,9,Wuse Market,Nigeria,2025-02-15,4680.52,NGN
135,9,Bodija Market,Nigeria,2025-02-15,4916.2,NGN
136,9,Makola Market,Ghana,2025-02-15,54.97,GHS
137,9,Wakulima Market,Kenya,2025-02-15,545.24,KES
138,9,Kongowea Market,Kenya,2025-02-15,599.51,KES
139,10,Mile 12 Market,Nigeria,2025-02-15,4866.15,NGN
140,10,Wuse Market,Nigeria,2025-02-15,6216.06,NGN
141,10,Bodija Market,Nigeria,2025-02-15,5167.54,NGN
142,10,Makola Market,Ghana,2025-02-15,58.96,GHS
143,10,Kumasi Central,Ghana,2025-02-15,59.45,GHS
144,10,Wakulima Market,Kenya,2025-02-15,581.83,KES
145,11,Mile 12 Market,Nigeria,2025-02-15,1346.46,NGN
146,11,Wuse Market,Nigeria,2025-02-15,1503.68,NGN
147,11,Makola Market,Ghana,2025-02-15,16.44,GHS
148,11,Kumasi Central,Ghana,2025-02-15,17.18,GHS
149,11,Wakulima Market,Kenya,2025-02-15,219.78,KES
150,11,Kongowea Market,Kenya,2025-02-15,205.02,KES
151,12,Mile 12 Market,Nigeria,2025-02-15,1064.1,NGN
152,12,Wuse Market,Nigeria,2025-02-15,1091.38,NGN
153,12,Bodija Market,Nigeria,2025-02-15,1080.89,NGN
154,12,Makola Market,Ghana,2025-02-15,9.47,GHS
155,12,Kumasi Central,Ghana,2025-02-15,10.48,GHS
156,12,Wakulima Market,Kenya,2025-02-15,101.77,KES
157,1,Mile 12 Market,Nigeria,2025-03-15,1599.01,NGN
158,1,Wuse Market,Nigeria,2025-03-15,1467.41,NGN
159,1,Bodija Market,Nigeria,2025-03-15,1846.22,NGN
160,1,Makola Market,Ghana,2025-03-15,19.87,GHS
161,1,Kumasi Central,Ghana,2025-03-15,21.43,GHS
162,1,Wakulima Market,Kenya,2025-03-15,204.57,KES
163,1,Kongowea Market,Kenya,2025-03-15,189.02,KES
164,2,Mile 12 Market,Nigeria,2025-03-15,2619.11,NGN
165,2,Wuse Market,Nigeria,2025-03-15,2668.03,NGN
166,2,Bodija Market,Nigeria,2025-03-15,2602.88,NGN
167,2,Makola Market,Ghana,2025-03-15,24.66,GHS
168,2,Kumasi Central,Ghana,2025-03-15,30.54,GHS
169,2,Wakulima Market,Kenya,2025-03-15,328.94,KES
170,2,Kongowea Market,Kenya,2025-03-15,291.37,KES
171,3,Mile 12 Market,Nigeria,2025-03-15,723.94,NGN
172,3,Wuse Market,Nigeria,2025-03-15,719.38,NGN
173,3,Bodija Market,Nigeria,2025-03-15,779.27,NGN
174,3,Makola Market,Ghana,2025-03-15,9.49,GHS
175,3,Kumasi Central,Ghana,2025-03-15,9.86,GHS
176,3,Wakulima Market,Kenya,2025-03-15,90.28,KES
177,3,Kongowea Market,Kenya,2025-03-15,116.34,KES
178,4,Mile 12 Market,Nigeria,2025-03-15,1524.65,NGN
179,4,Wuse Market,Nigeria,2025-03-15,1496.97,NGN
180,4,Bodija Market,Nigeria,2025-03-15,1368.91,NGN
181,4,Makola Market,Ghana,2025-03-15,18.73,GHS
182,4,Kumasi Central,Ghana,2025-03-15,19.08,GHS
183,4,Wakulima Market,Kenya,2025-03-15,170.46,KES
184,4,Kongowea Market,Kenya,2025-03-15,179.14,KES
185,5,Mile 12 Market,Nigeria,2025-03-15,683.85,NGN
186,5,Wuse Market,Nigeria,2025-03-15,608.67,NGN
187,5,Bodija Market,Nigeria,2025-03-15,536.07,NGN
188,5,Makola Market,Ghana,2025-03-15,6.84,GHS
189,5,Kumasi Central,Ghana,2025-03-15,7.81,GHS
190,5,Wakulima Market,Kenya,2025-03-15,75.75,KES
191,5,Kongowea Market,Kenya,2025-03-15,78.02,KES
192,6,Mile 12 Market,Nigeria,2025-03-15,1727.9,NGN
193,6,Wuse Market,Nigeria,2025-03-15,1614.61,NGN
194,6,Bodija Market,Nigeria,2025-03-15,1552.72,NGN
195,6,Makola Market,Ghana,2025-03-15,18.29,GHS
196,6,Kumasi Central,Ghana,2025-03-15,22.01,GHS
197,6,Wakulima Market,Kenya,2025-03-15,189.54,KES
198,6,Kongowea Market,Kenya,2025-03-15,227.56,KES
199,7,Mile 12 Market,Nigeria,2025-03-15,1265.24,NGN
200,7,Wuse Market,Nigeria,2025-03-15,1086.79,NGN
201,7,Bodija Market,Nigeria,2025-03-15,1125.97,NGN
202,7,Kumasi Central,Ghana,2025-03-15,13.93,GHS
203,7,Wakulima Market,Kenya,2025-03-15,151.96,KES
204,7,Kongowea Market,Kenya,2025-03-15,154.84,KES
205,8,Mile 12 Market,Nigeria,2025-03-15,2093.95,NGN
206,8,Wuse Market,Nigeria,2025-03-15,2075.93,NGN
207,8,Bodija Market,Nigeria,2025-03-15,1779.8,NGN
208,8,Makola Market,Ghana,2025-03-15,21.14,GHS
209,8,Kumasi Central,Ghana,2025-03-15,25.5,GHS
210,8,Wakulima Market,Kenya,2025-03-15,235.12,KES
211,8,Kongowea Market,Kenya,2025-03-15,257.74,KES
212,9,Mile 12 Market,Nigeria,2025-03-15,4300.45,NGN
213,9,Wuse Market,Nigeria,2025-03-15,4021.93,NGN
214,9,Bodija Market,Nigeria,2025-03-15,4090.02,NGN
215,9,Makola Market,Ghana,2025-03-15,58.07,GHS
216,9,Kumasi Central,Ghana,2025-03-15,44.17,GHS
217,9,Wakulima Market,Kenya,2025-03-15,625.69,KES
218,9,Kongowea Market,Kenya,2025-03-15,527.99,KES
219,10,Mile 12 Market,Nigeria,2025-03-15,5397.19,NGN
220,10,Wuse Market,Nigeria,2025-03-15,6458.61,NGN
221,10,Bodija Market,Nigeria,2025-03-15,4824.24,NGN
222,10,Makola Market,Ghana,2025-03-15,64.77,GHS
223,10,Kumasi Central,Ghana,2025-03-15,63.24,GHS
224,10,Wakulima Market,Kenya,2025-03-15,597.91,KES
225,10,Kongowea Market,Kenya,2025-03-15,681.91,KES
226,11,Mile 12 Market,Nigeria,2025-03-15,1367.01,NGN
227,11,Wuse Market,Nigeria,2025-03-15,1710.98,NGN
228,11,Bodija Market,Nigeria,2025-03-15,1435.93,NGN
229,11,Makola Market,Ghana,2025-03-15,15.96,GHS
230,11,Kumasi Central,Ghana,2025-03-15,15.39,GHS
231,11,Wakulima Market,Kenya,2025-03-15,176.19,KES
232,11,Kongowea Market,Kenya,2025-03-15,223.46,KES
233,12,Mile 12 Market,Nigeria,2025-03-15,826.08,NGN
234,12,Wuse Market,Nigeria,2025-03-15,813.61,NGN
235,12,Bodija Market,Nigeria,2025-03-15,949.88,NGN
236,12,Kumasi Central,Ghana,2025-03-15,10.45,GHS
237,12,Wakulima Market,Kenya,2025-03-15,129.13,KES
238,12,Kongowea Market,Kenya,2025-03-15,119.37,KES
239,1,Mile 12 Market,Nigeria,2025-04-15,1556.13,NGN
240,1,Wuse Market,Nigeria,2025-04-15,1419.14,NGN
241,1,Bodija Market,Nigeria,2025-04-15,1525.01,NGN
242,1,Makola Market,Ghana,2025-04-15,18.85,GHS
243,1,Kumasi Central,Ghana,2025-04-15,20.51,GHS
244,1,Kongowea Market,Kenya,2025-04-15,200.18,KES
245,2,Mile 12 Market,Nigeria,2025-04-15,1999.12,NGN
246,2,Wuse Market,Nigeria,2025-04-15,2492.53,NGN
247,2,Bodija Market,Nigeria,2025-04-15,2449.37,NGN
248,2,Makola Market,Ghana,2025-04-15,25.06,GHS
249,2,Kumasi Central,Ghana,2025-04-15,29.07,GHS
250,2,Wakulima Market,Kenya,2025-04-15,315.03,KES
251,2,Kongowea Market,Kenya,2025-04-15,294.28,KES
252,3,Mile 12 Market,Nigeria,2025-04-15,835.27,NGN
253,3,Wuse Market,Nigeria,2025-04-15,877.21,NGN
254,3,Bodija Market,Nigeria,2025-04-15,710.01,NGN
255,3,Makola Market,Ghana,2025-04-15,9.79,GHS
256,3,Kumasi Central,Ghana,2025-04-15,8.0,GHS
257,3,Wakulima Market,Kenya,2025-04-15,106.84,KES
258,3,Kongowea Market,Kenya,2025-04-15,117.14,KES
259,4,Mile 12 Market,Nigeria,2025-04-15,1699.28,NGN
260,4,Wuse Market,Nigeria,2025-04-15,1716.78,NGN
261,4,Bodija Market,Nigeria,2025-04-15,1245.79,NGN
262,4,Makola Market,Ghana,2025-04-15,16.19,GHS
263,4,Kumasi Central,Ghana,2025-04-15,18.92,GHS
264,4,Wakulima Market,Kenya,2025-04-15,184.81,KES
265,4,Kongowea Market,Kenya,2025-04-15,165.03,KES
266,5,Mile 12 Market,Nigeria,2025-04-15,520.11,NGN
267,5,Wuse Market,Nigeria,2025-04-15,576.22,NGN
268,5,Bodija Market,Nigeria,2025-04-15,646.5,NGN
269,5,Makola Market,Ghana,2025-04-15,8.17,GHS
270,5,Kumasi Central,Ghana,2025-04-15,7.66,GHS
271,5,Wakulima Market,Kenya,2025-04-15,86.06,KES
272,5,Kongowea Market,Kenya,2025-04-15,87.23,KES
273,6,Mile 12 Market,Nigeria,2025-04-15,1670.36,NGN
274,6,Wuse Market,Nigeria,2025-04-15,1696.26,NGN
275,6,Bodija Market,Nigeria,2025-04-15,1850.58,NGN
276,6,Makola Market,Ghana,2025-04-15,20.48,GHS
277,6,Kumasi Central,Ghana,2025-04-15,19.16,GHS
278,6,Wakulima Market,Kenya,2025-04-15,212.33,KES
279,6,Kongowea Market,Kenya,2025-04-15,245.3,KES
280,7,Mile 12 Market,Nigeria,2025-04-15,1030.19,NGN
281,7,Wuse Market,Nigeria,2025-04-15,1035.85,NGN
282,7,Bodija Market,Nigeria,2025-04-15,1288.71,NGN
283,7,Makola Market,Ghana,2025-04-15,12.53,GHS
284,7,Kumasi Central,Ghana,2025-04-15,13.55,GHS
285,7,Wakulima Market,Kenya,2025-04-15,168.67,KES
286,7,Kongowea Market,Kenya,2025-04-15,169.67,KES
287,8,Mile 12 Market,Nigeria,2025-04-15,1981.74,NGN
288,8,Wuse Market,Nigeria,2025-04-15,2107.89,NGN
289,8,Bodija Market,Nigeria,2025-04-15,1819.24,NGN
290,8,Makola Market,Ghana,2025-04-15,21.22,GHS
291,8,Kumasi Central,Ghana,2025-04-15,23.5,GHS
292,8,Wakulima Market,Kenya,2025-04-15,252.17,KES
293,8,Kongowea Market,Kenya,2025-04-15,247.17,KES
294,9,Mile 12 Market,Nigeria,2025-04-15,3900.66,NGN
295,9,Wuse Market,Nigeria,2025-04-15,3763.14,NGN
296,9,Bodija Market,Nigeria,2025-04-15,4365.71,NGN
297,9,Makola Market,Ghana,2025-04-15,44.41,GHS
298,9,Kumasi Central,Ghana,2025-04-15,51.31,GHS
299,9,Wakulima Market,Kenya,2025-04-15,585.78,KES
300,9,Kongowea Market,Kenya,2025-04-15,591.78,KES
301,10,Mile 12 Market,Nigeria,2025-04-15,6370.51,NGN
302,10,Wuse Market,Nigeria,2025-04-15,4995.67,NGN
303,10,Makola Market,Ghana,2025-04-15,62.7,GHS
304,10,Kumasi Central,Ghana,2025-04-15,57.54,GHS
305,10,Wakulima Market,Kenya,2025-04-15,638.44,KES
306,10,Kongowea Market,Kenya,2025-04-15,772.84,KES
307,11,Mile 12 Market,Nigeria,2025-04-15,1505.91,NGN
308,11,Wuse Market,Nigeria,2025-04-15,1743.87,NGN
309,11,Bodija Market,Nigeria,2025-04-15,1321.92,NGN
310,11,Makola Market,Ghana,2025-04-15,17.62,GHS
311,11,Kumasi Central,Ghana,2025-04-15,16.85,GHS
312,11,Wakulima Market,Kenya,2025-04-15,221.06,KES
313,11,Kongowea Market,Kenya,2025-04-15,195.51,KES
314,12,Mile 12 Market,Nigeria,2025-04-15,1083.68,NGN
315,12,Wuse Market,Nigeria,2025-04-15,1067.46,NGN
316,12,Bodija Market,Nigeria,2025-04-15,1040.05,NGN
317,12,Makola Market,Ghana,2025-04-15,12.39,GHS
318,12,Kumasi Central,Ghana,2025-04-15,11.78,GHS
319,12,Wakulima Market,Kenya,2025-04-15,104.06,KES
320,12,Kongowea Market,Kenya,2025-04-15,130.02,KES
321,1,Mile 12 Market,Nigeria,2025-05-15,1713.12,NGN
322,1,Wuse Market,Nigeria,2025-05-15,1304.59,NGN
323,1,Bodija Market,Nigeria,2025-05-15,1767.82,NGN
324,1,Makola Market,Ghana,2025-05-15,17.0,GHS
325,1,Kumasi Central,Ghana,2025-05-15,19.1,GHS
326,1,Wakulima Market,Kenya,2025-05-15,207.66,KES
327,1,Kongowea Market,Kenya,2025-05-15,221.58,KES
328,2,Mile 12 Market,Nigeria,2025-05-15,2358.04,NGN
329,2,Wuse Market,Nigeria,2025-05-15,2316.96,NGN
330,2,Makola Market,Ghana,2025-05-15,23.68,GHS
331,2,Kumasi Central,Ghana,2025-05-15,28.71,GHS
332,2,Wakulima Market,Kenya,2025-05-15,256.36,KES
333,2,Kongowea Market,Kenya,2025-05-15,254.07,KES
334,3,Mile 12 Market,Nigeria,2025-05-15,889.27,NGN
335,3,Wuse Market,Nigeria,2025-05-15,740.34,NGN
336,3,Bodija Market,Nigeria,2025-05-15,726.03,NGN
337,3,Makola Market,Ghana,2025-05-15,7.93,GHS
338,3,Kumasi Central,Ghana,2025-05-15,10.5,GHS
339,3,Wakulima Market,Kenya,2025-05-15,92.16,KES
340,3,Kongowea Market,Kenya,2025-05-15,94.5,KES
341,4,Mile 12 Market,Nigeria,2025-05-15,1344.38,NGN
342,4,Wuse Market,Nigeria,2025-05-15,1401.18,NGN
343,4,Bodija Market,Nigeria,2025-05-15,1444.55,NGN
344,4,Makola Market,Ghana,2025-05-15,16.22,GHS
345,4,Kumasi Central,Ghana,2025-05-15,17.43,GHS
346,4,Wakulima Market,Kenya,2025-05-15,185.26,KES
347,4,Kongowea Market,Kenya,2025-05-15,202.8,KES
348,5,Mile 12 Market,Nigeria,2025-05-15,505.28,NGN
349,5,Wuse Market,Nigeria,2025-05-15,644.69,NGN
350,5,Bodija Market,Nigeria,2025-05-15,489.64,NGN
351,5,Makola Market,Ghana,2025-05-15,5.9,GHS
352,5,Kumasi Central,Ghana,2025-05-15,7.05,GHS
353,5,Wakulima Market,Kenya,2025-05-15,75.78,KES
354,5,Kongowea Market,Kenya,2025-05-15,79.85,KES
355,6,Mile 12 Market,Nigeria,2025-05-15,1870.33,NGN
356,6,Wuse Market,Nigeria,2025-05-15,1829.49,NGN
357,6,Bodija Market,Nigeria,2025-05-15,1468.04,NGN
358,6,Makola Market,Ghana,2025-05-15,22.45,GHS
359,6,Kumasi Central,Ghana,2025-05-15,21.45,GHS
360,6,Wakulima Market,Kenya,2025-05-15,237.63,KES
361,6,Kongowea Market,Kenya,2025-05-15,229.22,KES
362,7,Mile 12 Market,Nigeria,2025-05-15,1328.05,NGN
363,7,Wuse Market,Nigeria,2025-05-15,1164.83,NGN
364,7,Bodija Market,Nigeria,2025-05-15,1221.92,NGN
365,7,Makola Market,Ghana,2025-05-15,15.33,GHS
366,7,Kumasi Central,Ghana,2025-05-15,14.32,GHS
367,7,Kongowea Market,Kenya,2025-05-15,123.18,KES
368,8,Wuse Market,Nigeria,2025-05-15,2222.89,NGN
369,8,Bodija Market,Nigeria,2025-05-15,2158.14,NGN
370,8,Makola Market,Ghana,2025-05-15,20.85,GHS
371,8,Kumasi Central,Ghana,2025-05-15,22.82,GHS
372,8,Wakulima Market,Kenya,2025-05-15,241.31,KES
373,8,Kongowea Market,Kenya,2025-05-15,241.47,KES
374,9,Mile 12 Market,Nigeria,2025-05-15,4711.65,NGN
375,9,Wuse Market,Nigeria,2025-05-15,4721.66,NGN
376,9,Bodija Market,Nigeria,2025-05-15,4437.86,NGN
377,9,Makola Market,Ghana,2025-05-15,45.35,GHS
378,9,Kumasi Central,Ghana,2025-05-15,43.98,GHS
379,9,Wakulima Market,Kenya,2025-05-15,453.69,KES
380,9,Kongowea Market,Kenya,2025-05-15,529.35,KES
381,10,Mile 12 Market,Nigeria,2025-05-15,5744.63,NGN
382,10,Wuse Market,Nigeria,2025-05-15,5873.99,NGN
383,10,Bodija Market,Nigeria,2025-05-15,4987.78,NGN
384,10,Makola Market,Ghana,2025-05-15,52.23,GHS
385,10,Wakulima Market,Kenya,2025-05-15,587.04,KES
386,10,Kongowea Market,Kenya,2025-05-15,671.07,KES
387,11,Mile 12 Market,Nigeria,2025-05-15,1519.4,NGN
388,11,Bodija Market,Nigeria,2025-05-15,1718.1,NGN
389,11,Makola Market,Ghana,2025-05-15,18.89,GHS
390,11,Kumasi Central,Ghana,2025-05-15,18.18,GHS
391,11,Wakulima Market,Kenya,2025-05-15,167.12,KES
392,11,Kongowea Market,Kenya,2025-05-15,199.25,KES
393,12,Mile 12 Market,Nigeria,2025-05-15,867.94,NGN
394,12,Wuse Market,Nigeria,2025-05-15,772.05,NGN
395,12,Bodija Market,Nigeria,2025-05-15,799.08,NGN
396,12,Kumasi Central,Ghana,2025-05-15,11.8,GHS
397,12,Wakulima Market,Kenya,2025-05-15,128.66,KES
398,12,Kongowea Market,Kenya,2025-05-15,99.81,KES
399,1,Mile 12 Market,Nigeria,2025-06-15,1309.83,NGN
400,1,Wuse Market,Nigeria,2025-06-15,1625.37,NGN
401,1,Bodija Market,Nigeria,2025-06-15,1322.83,NGN
402,1,Makola Market,Ghana,2025-06-15,18.69,GHS
403,1,Kumasi Central,Ghana,2025-06-15,16.98,GHS
404,1,Wakulima Market,Kenya,2025-06-15,165.49,KES
405,1,Kongowea Market,Kenya,2025-06-15,205.85,KES
406,2,Mile 12 Market,Nigeria,2025-06-15,2097.46,NGN
407,2,Wuse Market,Nigeria,2025-06-15,1992.04,NGN
408,2,Bodija Market,Nigeria,2025-06-15,2242.15,NGN
409,2,Makola Market,Ghana,2025-06-15,27.74,GHS
410,2,Kumasi Central,Ghana,2025-06-15,23.6,GHS
411,2,Wakulima Market,Kenya,2025-06-15,309.31,KES
412,2,Kongowea Market,Kenya,2025-06-15,223.56,KES
413,3,Mile 12 Market,Nigeria,2025-06-15,672.47,NGN
414,3,Wuse Market,Nigeria,2025-06-15,756.01,NGN
415,3,Bodija Market,Nigeria,2025-06-15,735.08,NGN
416,3,Makola Market,Ghana,2025-06-15,7.74,GHS
417,3,Kumasi Central,Ghana,2025-06-15,9.63,GHS
418,3,Kongowea Market,Kenya,2025-06-15,78.98,KES
419,4,Mile 12 Market,Nigeria,2025-06-15,1177.14,NGN
420,4,Wuse Market,Nigeria,2025-06-15,1208.79,NGN
421,4,Bodija Market,Nigeria,2025-06-15,1430.44,NGN
422,4,Makola Market,Ghana,2025-06-15,15.46,GHS
423,4,Kumasi Central,Ghana,2025-06-15,15.31,GHS
424,4,Wakulima Market,Kenya,2025-06-15,190.47,KES
425,4,Kongowea Market,Kenya,2025-06-15,151.02,KES
426,5,Mile 12 Market,Nigeria,2025-06-15,586.84,NGN
427,5,Wuse Market,Nigeria,2025-06-15,477.34,NGN
428,5,Bodija Market,Nigeria,2025-06-15,563.71,NGN
429,5,Makola Market,Ghana,2025-06-15,5.78,GHS
430,5,Kumasi Central,Ghana,2025-06-15,6.26,GHS
431,5,Wakulima Market,Kenya,2025-06-15,70.66,KES
432,5,Kongowea Market,Kenya,2025-06-15,64.48,KES
433,6,Mile 12 Market,Nigeria,2025-06-15,1523.19,NGN
434,6,Wuse Market,Nigeria,2025-06-15,1507.68,NGN
